grammar,op,k,trial,p,e,strategy,answer,landed,overshoot,lost,cascade
c-like conventional plus block comments alone,insert,4,847,28639,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,848,192349,192349,certified,192476,1,121,11,1
c-like conventional plus block comments alone,insert,4,848,192349,192349,skip-one,192350,0,-5,0,3
c-like conventional plus block comments alone,insert,4,848,192349,192349,newline,192385,1,30,10,1
c-like conventional plus block comments alone,insert,4,848,192349,192349,semicolon,192787,1,432,60,1
c-like conventional plus block comments alone,insert,4,849,13845,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,850,34708,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,851,223956,223956,certified,224052,1,90,19,1
c-like conventional plus block comments alone,insert,4,851,223956,223956,skip-one,223957,0,-5,0,4
c-like conventional plus block comments alone,insert,4,851,223956,223956,newline,223962,1,0,0,1
c-like conventional plus block comments alone,insert,4,851,223956,223956,semicolon,223968,1,6,2,1
c-like conventional plus block comments alone,insert,4,852,217871,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,853,80120,80122,certified,80228,1,103,18,1
c-like conventional plus block comments alone,insert,4,853,80120,80122,skip-one,80123,0,-2,0,2
c-like conventional plus block comments alone,insert,4,853,80120,80122,newline,80178,1,53,17,1
c-like conventional plus block comments alone,insert,4,853,80120,80122,semicolon,80278,1,153,35,1
c-like conventional plus block comments alone,insert,4,854,15028,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,855,204022,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,856,39400,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,857,189486,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,858,182287,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,859,46381,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,860,247270,247270,certified,247333,1,57,12,1
c-like conventional plus block comments alone,insert,4,860,247270,247270,skip-one,247271,0,-5,0,3
c-like conventional plus block comments alone,insert,4,860,247270,247270,newline,247308,1,32,11,1
c-like conventional plus block comments alone,insert,4,860,247270,247270,semicolon,247648,1,372,101,1
c-like conventional plus block comments alone,insert,4,861,142495,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,862,202100,202100,certified,202475,1,369,96,1
c-like conventional plus block comments alone,insert,4,862,202100,202100,skip-one,202101,0,-5,0,3
c-like conventional plus block comments alone,insert,4,862,202100,202100,newline,202138,1,32,11,1
c-like conventional plus block comments alone,insert,4,862,202100,202100,semicolon,202187,1,81,25,1
c-like conventional plus block comments alone,insert,4,863,163810,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,864,247621,247621,certified,247813,1,187,53,1
c-like conventional plus block comments alone,insert,4,864,247621,247621,skip-one,247622,0,-4,0,3
c-like conventional plus block comments alone,insert,4,864,247621,247621,newline,247635,1,9,4,1
c-like conventional plus block comments alone,insert,4,864,247621,247621,semicolon,247648,1,22,8,1
c-like conventional plus block comments alone,insert,4,865,224178,224178,certified,224317,1,135,27,1
c-like conventional plus block comments alone,insert,4,865,224178,224178,skip-one,224179,0,-3,0,3
c-like conventional plus block comments alone,insert,4,865,224178,224178,newline,224225,1,43,14,1
c-like conventional plus block comments alone,insert,4,865,224178,224178,semicolon,224539,1,357,46,1
c-like conventional plus block comments alone,insert,4,866,205988,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,867,85757,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,868,210906,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,869,44439,44440,certified,44590,1,142,25,1
c-like conventional plus block comments alone,insert,4,869,44439,44440,skip-one,44441,0,-7,0,3
c-like conventional plus block comments alone,insert,4,869,44439,44440,newline,44484,1,36,11,1
c-like conventional plus block comments alone,insert,4,869,44439,44440,semicolon,44505,1,57,17,1
c-like conventional plus block comments alone,insert,4,870,134892,134893,certified,135220,1,324,86,1
c-like conventional plus block comments alone,insert,4,870,134892,134893,skip-one,134894,0,-2,0,3
c-like conventional plus block comments alone,insert,4,870,134892,134893,newline,134931,1,35,11,1
c-like conventional plus block comments alone,insert,4,870,134892,134893,semicolon,134968,1,72,23,1
c-like conventional plus block comments alone,insert,4,871,21553,21553,certified,22255,1,694,218,1
c-like conventional plus block comments alone,insert,4,871,21553,21553,skip-one,21554,0,-7,0,3
c-like conventional plus block comments alone,insert,4,871,21553,21553,newline,21598,1,37,13,1
c-like conventional plus block comments alone,insert,4,871,21553,21553,semicolon,21758,1,197,73,1
c-like conventional plus block comments alone,insert,4,872,23608,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,873,226217,226218,certified,226418,1,195,46,1
c-like conventional plus block comments alone,insert,4,873,226217,226218,skip-one,226219,0,-4,0,3
c-like conventional plus block comments alone,insert,4,873,226217,226218,newline,226245,1,22,7,1
c-like conventional plus block comments alone,insert,4,873,226217,226218,semicolon,226272,1,49,19,1
c-like conventional plus block comments alone,insert,4,874,104698,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,875,231543,231544,certified,231615,1,68,13,1
c-like conventional plus block comments alone,insert,4,875,231543,231544,skip-one,231545,0,-2,0,3
c-like conventional plus block comments alone,insert,4,875,231543,231544,newline,231584,1,37,12,1
c-like conventional plus block comments alone,insert,4,875,231543,231544,semicolon,231582,1,35,11,1
c-like conventional plus block comments alone,insert,4,876,116068,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,877,127309,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,878,194279,194280,certified,194332,1,0,0,1
c-like conventional plus block comments alone,insert,4,878,194279,194280,skip-one,194281,0,-51,0,3
c-like conventional plus block comments alone,insert,4,878,194279,194280,newline,194285,0,-47,0,1
c-like conventional plus block comments alone,insert,4,878,194279,194280,semicolon,194384,1,52,15,1
c-like conventional plus block comments alone,insert,4,879,124091,124092,certified,124257,1,162,29,1
c-like conventional plus block comments alone,insert,4,879,124091,124092,skip-one,124093,0,-2,0,3
c-like conventional plus block comments alone,insert,4,879,124091,124092,newline,124114,1,19,9,1
c-like conventional plus block comments alone,insert,4,879,124091,124092,semicolon,124096,1,1,1,1
c-like conventional plus block comments alone,insert,4,880,209719,209719,certified,209840,1,114,11,1
c-like conventional plus block comments alone,insert,4,880,209719,209719,skip-one,209720,0,-6,0,3
c-like conventional plus block comments alone,insert,4,880,209719,209719,newline,209750,1,24,10,1
c-like conventional plus block comments alone,insert,4,880,209719,209719,semicolon,209733,1,7,3,1
c-like conventional plus block comments alone,insert,4,881,103858,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,882,195817,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,883,122674,122676,certified,122814,1,133,30,1
c-like conventional plus block comments alone,insert,4,883,122674,122676,skip-one,122677,0,-4,0,2
c-like conventional plus block comments alone,insert,4,883,122674,122676,newline,122723,1,42,17,1
c-like conventional plus block comments alone,insert,4,883,122674,122676,semicolon,122879,1,198,49,1
c-like conventional plus block comments alone,insert,4,884,98847,98848,certified,98895,1,44,11,1
c-like conventional plus block comments alone,insert,4,884,98847,98848,skip-one,98849,0,-2,0,3
c-like conventional plus block comments alone,insert,4,884,98847,98848,newline,98876,1,25,10,1
c-like conventional plus block comments alone,insert,4,884,98847,98848,semicolon,98931,1,80,22,1
c-like conventional plus block comments alone,insert,4,885,114437,114437,certified,114578,1,137,15,1
c-like conventional plus block comments alone,insert,4,885,114437,114437,skip-one,114438,0,-3,0,3
c-like conventional plus block comments alone,insert,4,885,114437,114437,newline,114484,1,43,14,1
c-like conventional plus block comments alone,insert,4,885,114437,114437,semicolon,114447,1,6,2,1
c-like conventional plus block comments alone,insert,4,886,236130,236130,certified,236182,1,44,10,1
c-like conventional plus block comments alone,insert,4,886,236130,236130,skip-one,236131,0,-7,0,1
c-like conventional plus block comments alone,insert,4,886,236130,236130,newline,236164,1,26,9,1
c-like conventional plus block comments alone,insert,4,886,236130,236130,semicolon,236296,1,158,47,1
c-like conventional plus block comments alone,insert,4,887,86928,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,888,75824,75827,certified,75946,1,115,10,1
c-like conventional plus block comments alone,insert,4,888,75824,75827,skip-one,75828,0,-3,0,1
c-like conventional plus block comments alone,insert,4,888,75824,75827,newline,75833,1,2,1,1
c-like conventional plus block comments alone,insert,4,888,75824,75827,semicolon,76462,1,631,49,1
c-like conventional plus block comments alone,insert,4,889,57380,57380,certified,57531,1,144,41,1
c-like conventional plus block comments alone,insert,4,889,57380,57380,skip-one,57381,0,-6,0,3
c-like conventional plus block comments alone,insert,4,889,57380,57380,newline,57396,1,9,4,1
c-like conventional plus block comments alone,insert,4,889,57380,57380,semicolon,57394,1,7,3,1
c-like conventional plus block comments alone,insert,4,890,81509,81509,certified,81610,1,97,23,1
c-like conventional plus block comments alone,insert,4,890,81509,81509,skip-one,81510,0,-3,0,4
c-like conventional plus block comments alone,insert,4,890,81509,81509,newline,81521,1,8,2,1
c-like conventional plus block comments alone,insert,4,890,81509,81509,semicolon,81759,1,246,30,1
c-like conventional plus block comments alone,insert,4,891,27331,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,892,15012,15012,certified,15051,1,35,4,1
c-like conventional plus block comments alone,insert,4,892,15012,15012,skip-one,15013,0,-3,0,3
c-like conventional plus block comments alone,insert,4,892,15012,15012,newline,15026,1,10,3,1
c-like conventional plus block comments alone,insert,4,892,15012,15012,semicolon,15457,1,441,91,1
c-like conventional plus block comments alone,insert,4,893,162817,162817,certified,162999,1,176,32,1
c-like conventional plus block comments alone,insert,4,893,162817,162817,skip-one,162818,0,-5,0,3
c-like conventional plus block comments alone,insert,4,893,162817,162817,newline,162855,1,32,11,1
c-like conventional plus block comments alone,insert,4,893,162817,162817,semicolon,163099,1,276,71,1
c-like conventional plus block comments alone,insert,4,894,27440,27440,certified,27565,1,120,14,1
c-like conventional plus block comments alone,insert,4,894,27440,27440,skip-one,27441,0,-4,0,3
c-like conventional plus block comments alone,insert,4,894,27440,27440,newline,27461,1,16,5,1
c-like conventional plus block comments alone,insert,4,894,27440,27440,semicolon,27935,1,490,67,1
c-like conventional plus block comments alone,insert,4,895,222894,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,896,58603,58606,certified,58776,1,169,25,1
c-like conventional plus block comments alone,insert,4,896,58603,58606,skip-one,58607,1,0,0,1
c-like conventional plus block comments alone,insert,4,896,58603,58606,newline,58624,1,17,6,1
c-like conventional plus block comments alone,insert,4,896,58603,58606,semicolon,58615,1,8,3,1
c-like conventional plus block comments alone,insert,4,897,200420,200420,certified,200572,1,148,52,1
c-like conventional plus block comments alone,insert,4,897,200420,200420,skip-one,200421,0,-3,0,2
c-like conventional plus block comments alone,insert,4,897,200420,200420,newline,200464,1,40,18,1
c-like conventional plus block comments alone,insert,4,897,200420,200420,semicolon,200552,1,128,50,1
c-like conventional plus block comments alone,insert,4,898,121935,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,899,232270,,absorbed,,,,,
c-like conventional plus block comments alone,insert,4,900,228664,228664,certified,228758,1,86,4,1
c-like conventional plus block comments alone,insert,4,900,228664,228664,skip-one,228665,0,-7,0,4
c-like conventional plus block comments alone,insert,4,900,228664,228664,newline,228682,1,10,3,1
